ds,orig,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,res
2017-04-12 03:00:00,85730.0,101.78051954207392,41.459928725183076,137.04258013897783,36.614722989301065,-144.85448502048374,93.82568473863743,64.56849104603755,-119.98668381807607,85519.54924165834,0.0
2017-04-12 06:00:00,85598.0,21.575578209869647,-18.349327019612883,181.34175103842864,17.364929876076168,-166.35111976279686,95.99662152047019,67.64586908945158,-120.77737807514895,85519.55307512326,0.0
2017-04-12 09:00:00,85412.0,-89.89060955820067,-79.08587492513968,202.5311382983519,-1.6843888848405957,-186.5473547905994,97.98404754808158,70.7046612386199,-121.56850625255808,85519.5568873263,-1.4551915228366852e-11
2017-04-12 12:00:00,85356.0,-88.5207326220369,-92.25786859771911,191.47973023436091,-20.04973337010567,-205.37789641374886,99.78171144691431,73.74418586790763,-122.36007482102882,85519.56067827546,0.0
2017-04-12 15:00:00,85506.0,84.13992478199071,-35.55147649245176,143.0354867212969,-37.40596499026596,-222.77745094220685,101.38336184228956,76.76376135211409,-123.15209025118226,85519.56444797841,0.0
2017-04-12 18:00:00,85422.0,10.947100811267498,57.75846896643153,67.25986878997534,-53.45380473638995,-238.68072468590032,102.78274735971955,79.76270606551752,-123.94455901377847,85519.56819644314,1.4551915228366852e-11
2017-04-12 21:00:00,85288.0,-75.51430018772695,124.82653625199782,-21.94422961545197,-67.89397359926821,-253.02242395503407,103.97361662480336,82.7403383826567,-124.73748757938648,85519.57192367743,-1.4551915228366852e-11
2017-04-13 00:00:00,85252.0,12.339558692585603,112.7299140430106,-111.59546731745624,-80.4271925701082,-265.7372550593092,104.94971826274053,85.69597667800095,-125.53088241873162,85519.57562968927,-1.4551915228366852e-11
2017-04-13 03:00:00,85136.0,69.1048272990191,39.88226673862372,-193.06129179824453,-90.75418263966576,-276.75992430886106,105.70480089906067,88.62893932612378,-126.32475000240024,85519.57931448634,0.0
2017-04-13 06:00:00,84948.0,61.44622587974273,-60.2927096417396,-258.78775256153835,-98.57566479913093,-286.0251380135992,106.23261315936286,91.53854470140767,-127.11909680115242,85519.58297807664,1.4551915228366852e-11
2017-04-13 09:00:00,84722.0,-27.860865530305617,-144.4872390708909,-301.21563890564767,-103.58287316545848,-293.47708935735585,106.52690366889875,94.42411117832192,-127.91392928547032,85519.58662046792,-1.4551915228366852e-11
2017-04-13 12:00:00,84642.0,-68.81511748348568,-166.51227915208256,-312.8929559112038,-105.42466028531166,-299.10235309453265,106.58142026414995,97.28495792050543,-128.70925392602715,85519.59024166799,0.0
2017-04-13 15:00:00,84874.0,71.9917320978732,-97.86526870097272,-289.9619253770213,-103.84895667009657,-302.91466071398486,106.3898843185756,100.12043055437637,-129.50507719366985,85519.59384168491,0.0
2017-04-13 18:00:00,84986.0,9.76277892539665,23.435088766371074,-241.3333992383535,-99.0948126136569,-304.9415627192114,105.94590698351999,102.92998492851986,-130.30140555900215,85519.5974205264,1.4551915228366852e-11
