ds,orig,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,res
2017-01-01 00:00:00,190.75,-5.582365387249962,-2.4691671230788974,0.06559663595651477,0.05172510935683707,-2.4228872773634325,1.9700434566593266,5.742779829804072,-3.7818174282652413,-69.60778551704209,266.7838777012229,0.0
2017-01-01 03:00:00,202.0,-1.0505162782641186,4.514802969023612,-0.183622879918963,0.08290295106933859,-2.489801465168568,1.9984058852256592,5.752901785474844,-3.8111566507689174,-69.59385118810192,266.779934871429,0.0
2017-01-01 06:00:00,212.75,5.40045788504451,8.956528053409695,-0.2615101792352097,0.08511670332490504,-2.5478367115684155,2.000848203496577,5.759653164591276,-3.8395567363520167,-69.579697697041,266.7759973143297,0.0
2017-01-01 09:00:00,210.5,3.6162858242768876,8.485083426453278,-0.14715441017978567,0.05680837940795473,-2.590409357346298,1.9766064724398482,5.7630533709420115,-3.8670137404171854,-69.56532499397845,266.77206502840176,0.0
2017-01-01 12:00:00,195.5,-6.127616684726983,3.138135514043588,0.07490900959283534,0.01031094544344805,-2.6076688131479164,1.924968875146568,5.763079866018238,-3.893523695458896,-69.55073302903229,266.7681380121214,0.0
2017-01-01 15:00:00,200.5,7.040506108211691,-5.115860951456867,0.28714416940189486,-0.036703021764846445,-2.5893231257768408,1.8453279352377039,5.759697113843625,-3.919082739340387,-69.53592175232114,266.7642162639652,0.0
2017-01-01 18:00:00,191.25,2.183923781963874,-9.498616070410957,0.37168149494058705,-0.06753209220512818,-2.5255367969397406,1.7374884456884463,5.752870376453925,-3.9436878079368043,-69.52089111396388,266.7602997824097,0.0
2017-01-01 21:00:00,187.5,-1.694398411445257,-9.199002946796185,0.24773611729591855,-0.07471803199688735,-2.40764569517235,1.6020523875008115,5.742565588079833,-3.967336509318586,-69.50564106407847,266.75638856593116,0.0
2017-01-02 00:00:00,182.5,-10.776621396888734,-4.834011537160037,-0.03654292441472512,-0.06490564235359451,-2.2294069582202845,1.4404551674189634,5.728750126075788,-3.9900278946799954,-69.49017155278358,266.7524826130062,0.0
2017-01-02 03:00:00,191.25,-8.616771026855838,2.060270968595736,-0.3885593588294608,-0.045193082217118374,-1.988435197816939,1.254957952628951,5.711392356826644,-4.011762004245428,-69.4744825301978,266.74858192211127,0.0
2017-01-02 06:00:00,219.5,13.11769265231782,8.807817866787166,-0.7123264572176018,-0.01859373372905418,-1.687065949714035,1.0484413077945829,5.690462694840327,-4.032540926362432,-69.45857394643969,266.7446864917229,0.0
2017-01-02 09:00:00,223.5,14.629349287883953,11.36256276014338,-0.9115489116090204,0.01583354543853919,-1.332016994153819,0.8239049383606399,5.665932105395256,-4.052367300148739,-69.4424457516277,266.74079632031754,-2.842170943040401e-14
2017-01-02 12:00:00,197.75,-6.682373569235829,6.756818474317176,-0.9128979877434172,0.06002150650012405,-0.9332582731493604,0.5843485497729678,5.637772308887307,-4.07124451984048,-69.42609789587995,266.73691140637146,0.0
2017-01-02 15:00:00,184.25,-11.740020832941154,-2.0542211938409167,-0.7364969729907038,0.10965349176521759,-0.5019668045547478,0.3327718474767504,5.6059576350710625,-4.0891785890314925,-69.40953032931539,266.7330317483614,0.0
2017-01-02 18:00:00,176.75,-11.722830525629707,-10.083442212388658,-0.42082218153670703,0.15372613819277214,-0.04950700065140321,0.07217453691728645,5.570463137387161,-4.106176235002036,-69.39274300205253,266.7291573447638,2.842170943040401e-14
2017-01-02 21:00:00,173.0,-13.423724059226297,-12.73004715985684,-0.0016551554212596061,0.178636758536823,0.4126612783385202,-0.19444367645998115,5.5312638901251,-4.1222442058814375,-69.37573586420955,266.7252881940549,5.684341886080802e-14
2017-01-03 00:00:00,176.0,-15.73374651310346,-8.032174184104813,0.47293383996680505,0.1704497426753711,0.8727590551938236,-0.4640830872096384,5.48833496757501,-4.13738924979931,-69.35850886590518,266.72142429471137,0.0
2017-01-03 03:00:00,203.0,1.2180777658260604,1.5117808874412009,0.903195242285439,0.1162917041643178,1.3178613730761877,-0.7337439898867032,5.441651444026478,-4.1516181147900735,-69.34106195735278,266.7175656452099,-2.842170943040401e-14
2017-01-03 06:00:00,228.25,17.61250608674212,10.106581334485758,1.1764500490000465,0.00487442804541318,1.7334467806303158,-1.0004266790454448,5.391188393769173,-4.164937539137611,-69.32339509851617,266.7137122440264,0.0
2017-01-03 09:00:00,226.0,12.744974416569287,12.842311778989233,1.174044763668013,-0.16944752831395413,2.105325548082628,-1.261131449240708,5.3369208910931984,-4.177354223541378,-69.30550828694393,266.7098640896376,0.0
2017-01-03 12:00:00,206.5,-3.283622478241375,9.941416100504425,0.8121545310389776,-0.386875525262265,2.4212322283905947,-1.512873658353038,5.278824010288313,-4.188874859329248,-69.28740152955649,266.7060211805201,0.0
2017-01-03 15:00:00,193.25,-8.982917713615016,3.2381382894412147,0.23643502356044752,-0.6094053376902036,2.6701497171894117,-1.752875348577635,5.216872825643695,-4.199506137827773,-69.26907483327446,266.70218351515035,-2.842170943040401e-14
2017-01-03 18:00:00,184.75,-8.03450898630395,-5.323495025843875,-0.3485845353052522,-0.7959765940136165,2.8419718335664665,-1.9790172401709942,5.151042411449767,-4.20925475036497,-69.25052820501827,266.6983510920047,-2.842170943040401e-14
2017-01-03 21:00:00,182.75,-3.4620318940534704,-11.2074193160013,-0.7383749220962283,-0.9055795833985616,2.927109334418173,-2.189646330447734,5.081307841995825,-4.218127388267505,-69.23176165170891,266.6945239095597,2.842170943040401e-14
